Review,Condition,Rating,Sentiment
"I&#039;ve been on this medication,among others for 12 years. Helps control my seizures. Lately, had to talk to my neuro about the near constant head PAIN. Well beyond an ache!
By upping my dosage from 20 mgs to 30, I&#039;m pretty much headache free. Which is a first for me. I&#039;ve had migraines since grade school and the only thing that controlled them was aspirin. Tylenol  or ibuprofen did nothing but rot my liver. So used to migraines that even I didn&#039;t notice a progression until I landed in emergency and a pass through the CT showed a significant tumor.  After removal, various meds were tried to keep the seizures at bay. The one that worked tremendously well..was actually allergic to. Which brought me to the current cocktail of 3 different meds.",Migraine Prevention,9.0,Positive
"I&#039;ve been on tons of antidepressants and anti-anxiety medications throughout the years.  When I started taking Effexor XR, I was thrilled- I felt so much better... minus all of the side effects.  The side effects are just awful.  I sweat constantly, I have awful headaches, no sex drive, and I gained 15 pounds.  And now the medication has stopped working sort of... I don&#039;t feel sad or happy... I just kind of feel here.  I&#039;ve tried to get off of Effexor but I get those brain zaps/vertigo feelings and vomit so I stop and keep taking it.  I guess it helps some people but if I can ever get off of it, I will be going back to another medication.",Depression,7.0,Neutral
"I have found Seroquel to be an excellent option for individuals like myself who may have formed an addiction to the regularly prescribed sleep medicines.  I have suffered with insomnia for over 30 years. On this medicine, I have experienced sleep without morning grogginess; however there have been severe muscle jerks of my legs - more severe than my regular restless leg syndrome which I have already been diagnosed.  This side effect is why the medication is not rated at a higher level.  But I would rather have the muscle jerks of my legs than to go through the drug detox process again.",Insomnia,7.0,Neutral
"This pill is ok. But it causes severe cramping. And mood swings. Irritability and crying  seem to be a big issue I couldn&#039;t deal with. I was hungry all the time. Severe abdominal bloating was associated. Not sure if it was water weight or what. But I eat well. Normally no sugar in my diet. Run 2 miles a day 5 days a week and a ton of water. But this pill made me gain weight. 
After 6 months I got off and have switched to nuvaring. I love it no side effects this far.",Birth Control,5.0,Neutral
"My only experience with erectile dysfunction medications has been with Levitra. Started out with 10 mg and found the side effects to be a bit too strong. The sinus thing is pretty annoying for me as it kicks into my asthma. Cutting back to 5 mg helped. Still get congestion but manageable. Erections are reliable and the bill comes on fast, usually within 30 minutes for me. Here&#039;s a money saving tip for those with insurance. Buy the higher dose pills and cut them.",Erectile Dysfunction,7.0,Neutral
"I received an injection cocktail of Nubain and Phenergren after suffering from a Migrane headache that had lasted for 6 days. I was in ER for 4 days before that and the injections they gave me there wore off and the pain was back.  I was prescribed Fiorcet and it helped to some degree, but the headache was back when the medicine wore off.  Once I received the Nubain, I&#039;ve only had to take 1 Fiorcet, and this morning, for the first time in a week, I&#039;ve been able to wake up with no pain.",Pain,9.0,Positive
"I had previously been on the Depo Provera injections for almost 10 years before needing to switch due to more recent studies into related bone density loss.  My gynecologist and I decided Nexplanon was the best option.  I never had a period on Depo, ever since the Depo has been out of my system I have been spotting almost 24/7!!  It is super annoying, but it&#039;s not a huge nuisance since the spotting is so light and minimal.  Other than that one complaint, I love everything else about it.  The insertion was very smooth.  Other than the quick burn of the local anesthetic, I couldn&#039;t feel a thing.  There was no pain after either, the bandaging was just annoying.  After 2-3 days I forgot it was even there.",Birth Control,6.0,Neutral
I have had implanon for about 3 months. It was very sore for about a week after insertion. It has also moved almost the full length towards my elbow so I&#039;m am going to get it checked. I have not had a period since I got it inserted. I have ups and downs with mood swings. The first month was the worst. Since then I will randomly get upset or mad and have recently been breaking out a lot which is not normal for me. I also have had bad headaches. It is very convenient but there are a lot of side effects. I am going to put up with it and see if they improve after 6 months. I prefer the patch which I had no side effects but it was more expensive.,Birth Control,5.0,Neutral
"I am 29 and was/am seriously going bald.  Up until the 10 month mark I didn&#039;t really see any momentous changes. A slow increase in hair along with a couple of mild shedding experiences.

I can say at 10 months I am very happy!!! The front is full and the crown is coming along. Along with blow drying it and using volumising powder the improvement is obvious. I haven&#039;t used minoxidil properly in 5 months either! 

I had no major changes in libido, and the slight decrease at points was likely work stress related. If hair loss worries you I would recommend improving your confidence by going to the gym, getting sharp clothes or working on other aspects of your life. However if you love your hair so much I can recommend this product!",Androgenetic Alopecia,7.0,Neutral
"WellbutrinXL 150mg for 3 weeks. This medication has changed my life. Went to PMC to renew Ritalin prescription after Adult ADD diagnosis. Family history of depression, PSTD (combat-related). Personal history of adolescent drug and alcohol abuse (nothing hard). Held a firm belief depression could be &quot;powered through&quot;. Apparently depression has set in at 33, which I treated with Adderral and Ritalin. My drinking got so heavy I fell and suffered a serious concussion. 

Doctor denied my Ritalin script and prescribed Wellbutrin. Had side effects: severe bloating, headache, pressured speech. All gone. Energy is sky high, focus is on point, and weight is down. Can&#039;t say enough about this medication. Hope it stays this amazing forever.",Depression,10.0,Positive
